Timestamp,Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,comments,cleaned_Timestamp,cleaned_Gender,cleaned_Country,cleaned_state,cleaned_self_employed,cleaned_family_history,cleaned_treatment,cleaned_work_interfere,cleaned_no_employees,cleaned_remote_work,cleaned_tech_company,cleaned_benefits,cleaned_care_options,cleaned_wellness_program,cleaned_seek_help,cleaned_anonymity,cleaned_leave,cleaned_mental_health_consequence,cleaned_phys_health_consequence,cleaned_coworkers,cleaned_supervisor,cleaned_mental_health_interview,cleaned_phys_health_interview,cleaned_mental_vs_physical,cleaned_obs_consequence,cleaned_comments
2014-08-27 15:14:50,21,Male,United States,IN,No,Yes,Yes,Rarely,100-500,No,Yes,Yes,No,No,Don't know,Yes,Don't know,No,No,Yes,Yes,Maybe,Maybe,Don't know,No,,20140827 151450,male,united states,,,yes,yes,rarely,100500,,yes,yes,,,dont know,yes,dont know,,,yes,yes,maybe,maybe,dont know,,
2014-08-27 15:15:29,21,Male,United Kingdom,,No,No,Yes,Sometimes,6-25,No,No,Don't know,Not sure,No,No,No,Very easy,Yes,No,Some of them,No,No,Maybe,No,No,,20140827 151529,male,united kingdom,,,,yes,sometimes,625,,,dont know,sure,,,,easy,yes,,,,,maybe,,,
2014-08-27 15:15:42,22,F,United States,WA,No,No,No,,More than 1000,No,Yes,Yes,No,Yes,Yes,Yes,Somewhat easy,No,No,No,Some of them,No,No,Yes,No,,20140827 151542,f,united states,wa,,,,,1000,,yes,yes,,yes,yes,yes,somewhat easy,,,,,,,yes,,
2014-08-27 15:20:53,41,m,United States,WA,No,Yes,Yes,Often,More than 1000,No,Yes,Yes,No,Yes,Yes,Don't know,Somewhat difficult,Maybe,No,Yes,Some of them,No,Maybe,No,Yes,,20140827 152053,,united states,wa,,yes,yes,often,1000,,yes,yes,,yes,yes,dont know,somewhat difficult,maybe,,yes,,,maybe,,yes,
2014-08-27 15:21:59,55,M,United States,PA,No,Yes,Yes,Rarely,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No,My refer to the mental health issue of depression.  I might answer differently if I was talking about a more serious issue like schizophrenia,20140827 152159,,united states,pa,,yes,yes,rarely,1000,,yes,yes,yes,yes,yes,yes,easy,,,yes,yes,,,yes,,refer mental health issue depression might answer differently talking serious issue like schizophrenia
2014-08-27 15:22:20,32,F,United States,WA,No,No,Yes,Sometimes,26-100,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,No,Some of them,Yes,No,Maybe,Yes,No,My employer does what they can providing a wellness program and pointing it out after particularly stressful times. But the interaction between the wellness program and the medical insurance is unpleasant and finding a long-term therapist / psychiatrist covered by insurance is amazingly difficult. My current lack of active treatment is due to insurance friction more than workplace friction.,20140827 152220,f,united states,wa,,,yes,sometimes,26100,,yes,yes,yes,yes,yes,yes,somewhat easy,maybe,,,yes,,maybe,yes,,employer providing wellness program pointing particularly stressful times interaction wellness program medical insurance unpleasant finding longterm therapist psychiatrist covered insurance amazingly difficult current lack active treatment due insurance friction workplace friction
2014-08-27 15:22:26,21,F,United States,CA,No,Yes,Yes,Rarely,26-100,No,Yes,Don't know,Not sure,Don't know,No,Don't know,Somewhat easy,Yes,No,Some of them,No,No,Yes,Don't know,No,,20140827 152226,f,united states,ca,,yes,yes,rarely,26100,,yes,dont know,sure,dont know,,dont know,somewhat easy,yes,,,,,yes,dont know,,
2014-08-27 15:22:43,45,M,United States,MA,No,No,Yes,Never,26-100,Yes,Yes,Yes,Yes,Don't know,Don't know,Don't know,Don't know,Maybe,No,No,Some of them,No,Maybe,Don't know,No,,20140827 152243,,united states,,,,yes,never,26100,yes,yes,yes,yes,dont know,dont know,dont know,dont know,maybe,,,,,maybe,dont know,,
2014-08-27 15:22:45,27,female,United States,WA,No,No,Yes,Rarely,More than 1000,No,Yes,Yes,Yes,No,No,Yes,Don't know,Yes,Maybe,No,No,No,No,No,No,,20140827 152245,female,united states,wa,,,yes,rarely,1000,,yes,yes,yes,,,yes,dont know,yes,maybe,,,,,,,
2014-08-27 15:22:50,25,Female,United States,WA,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,Yes,No,,20140827 152250,female,united states,wa,,yes,yes,sometimes,26100,yes,yes,dont know,,,,dont know,dont know,maybe,,,yes,,,yes,,
2014-08-27 15:22:52,34,woman,United States,NY,No,Yes,Yes,Rarely,More than 1000,No,No,Yes,Yes,Yes,Yes,Yes,Very difficult,Maybe,Maybe,Some of them,Some of them,No,No,Yes,No,I work for a university.,20140827 152252,woman,united states,ny,,yes,yes,rarely,1000,,,yes,yes,yes,yes,yes,difficult,maybe,maybe,,,,,yes,,work university
2014-08-27 15:23:06,26,F,United States,CA,No,Yes,Yes,Never,More than 1000,No,Yes,Yes,Yes,No,Yes,Yes,Don't know,Maybe,No,No,No,No,No,Don't know,No,,20140827 152306,f,united states,ca,,yes,yes,never,1000,,yes,yes,yes,,yes,yes,dont know,maybe,,,,,,dont know,,
2014-08-27 15:23:07,41,Male,Canada,,No,No,Yes,Never,500-1000,No,Yes,Yes,Not sure,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,No,Don't know,No,,20140827 152307,male,canada,,,,yes,never,5001000,,yes,yes,sure,,dont know,dont know,somewhat easy,,,,,,,dont know,,
2014-08-27 15:23:19,27,Male,United States,CA,No,No,Yes,Rarely,More than 1000,No,Yes,Yes,No,Yes,Yes,Yes,Don't know,No,No,Some of them,Yes,No,Maybe,Yes,No,,20140827 152319,male,united states,ca,,,yes,rarely,1000,,yes,yes,,yes,yes,yes,dont know,,,,yes,,maybe,yes,,
2014-08-27 15:23:30,31,Make,United States,IN,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,No,No,No,Don't know,Don't know,No,No,Yes,Yes,No,No,Don't know,No,,20140827 152330,make,united states,,,yes,yes,sometimes,26100,yes,yes,yes,,,,dont know,dont know,,,yes,yes,,,dont know,,
2014-08-27 15:23:33,25,Male,Germany,,No,Yes,Yes,Often,26-100,Yes,Yes,No,No,No,No,Yes,Somewhat easy,No,No,Yes,Yes,No,Yes,No,No,,20140827 152333,male,germany,,,yes,yes,often,26100,yes,yes,,,,,yes,somewhat easy,,,yes,yes,,yes,,,
2014-08-27 15:23:51,26,M,United States,NV,No,No,Yes,Sometimes,6-25,No,Yes,Don't know,No,No,No,Don't know,Don't know,Yes,Yes,Some of them,No,No,No,No,No,,20140827 152351,,united states,nv,,,yes,sometimes,625,,yes,dont know,,,,dont know,dont know,yes,yes,,,,,,,
2014-08-27 15:23:51,27,female,United States,CO,No,Yes,Yes,Rarely,More than 1000,Yes,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,Maybe,Maybe,No,Yes,No,No,Don't know,No,,20140827 152351,female,united states,co,,yes,yes,rarely,1000,yes,yes,yes,yes,,dont know,dont know,dont know,maybe,maybe,,yes,,,dont know,,
2014-08-27 15:23:54,42,Male,New Zealand,,No,No,No,Never,500-1000,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No,,20140827 152354,male,new zealand,,,,,never,5001000,,yes,dont know,sure,,,dont know,dont know,,,,yes,maybe,maybe,dont know,,
2014-08-27 15:24:22,29,Nah,United States,CA,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,Yes,Yes,No,No,Don't know,Very difficult,Yes,No,Some of them,No,No,Maybe,No,No,,20140827 152422,nah,united states,ca,yes,yes,yes,sometimes,15,yes,yes,yes,yes,,,dont know,difficult,yes,,,,,maybe,,,
2014-08-27 15:24:27,25,female,United States,CA,No,No,Yes,Sometimes,6-25,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat difficult,Yes,No,Some of them,No,No,Maybe,Don't know,No,,20140827 152427,female,united states,ca,,,yes,sometimes,625,,yes,dont know,sure,,,dont know,somewhat difficult,yes,,,,,maybe,dont know,,
2014-08-27 15:24:28,33,Female,Sweden,,No,Yes,Yes,Rarely,More than 1000,No,Yes,Yes,Yes,No,Yes,Yes,Don't know,Maybe,No,Some of them,No,No,Yes,Don't know,No,,20140827 152428,female,sweden,,,yes,yes,rarely,1000,,yes,yes,yes,,yes,yes,dont know,maybe,,,,,yes,dont know,,
2014-08-27 15:24:47,99999999999,All,Zimbabwe,,Yes,Yes,Yes,Often,1-5,No,Yes,No,Yes,No,No,No,Very difficult,Yes,Yes,No,No,Yes,No,No,Yes,,20140827 152447,,zimbabwe,,yes,yes,yes,often,15,,yes,,yes,,,,difficult,yes,yes,,,yes,,,yes,
2014-08-27 15:24:47,40,female,United States,PA,No,Yes,Yes,Rarely,More than 1000,No,No,Yes,No,Don't know,Don't know,Don't know,Somewhat easy,Maybe,Maybe,No,No,No,No,Don't know,No,,20140827 152447,female,united states,pa,,yes,yes,rarely,1000,,,yes,,dont know,dont know,dont know,somewhat easy,maybe,maybe,,,,,dont know,,
2014-08-27 15:24:49,31,Male,United States,SC,No,No,No,Never,More than 1000,No,Yes,Don't know,No,No,Don't know,Don't know,Somewhat easy,Yes,No,Some of them,No,No,No,Don't know,No,,20140827 152449,male,united states,sc,,,,never,1000,,yes,dont know,,,dont know,dont know,somewhat easy,yes,,,,,,dont know,,
2014-08-27 15:24:55,26,Male,Canada,,No,Yes,Yes,Often,26-100,Yes,Yes,Don't know,No,Don't know,Don't know,Don't know,Very easy,No,No,Yes,Yes,No,No,Yes,No,,20140827 152455,male,canada,,,yes,yes,often,26100,yes,yes,dont know,,dont know,dont know,dont know,easy,,,yes,yes,,,yes,,
2014-08-27 15:24:56,24,female,United States,TX,No,Yes,No,,500-1000,No,No,No,No,No,No,No,Very difficult,Yes,Maybe,No,No,No,Maybe,No,Yes,,20140827 152456,female,united states,tx,,yes,,,5001000,,,,,,,,difficult,yes,maybe,,,,maybe,,yes,
2014-08-27 15:25:03,29,Male,United States,TX,No,No,No,Never,More than 1000,No,No,Yes,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Don't know,No,,20140827 152503,male,united states,tx,,,,never,1000,,,yes,sure,,dont know,dont know,dont know,maybe,,,,,,dont know,,
2014-08-27 15:25:09,48,M,United Kingdom,,No,No,No,,26-100,No,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,Maybe,No,No,No,No,No,No,,20140827 152509,,united kingdom,,,,,,26100,,yes,dont know,,,,dont know,dont know,maybe,maybe,,,,,,,
2014-08-27 15:25:16,35,Male,United Kingdom,,No,No,No,Sometimes,6-25,No,Yes,No,No,No,No,Don't know,Very difficult,Maybe,Maybe,Some of them,Yes,No,Maybe,No,Yes,,20140827 152516,male,united kingdom,,,,,sometimes,625,,yes,,,,,dont know,difficult,maybe,maybe,,yes,,maybe,,yes,
2014-08-27 15:25:41,32,female,United States,AL,No,No,No,Never,100-500,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Maybe,No,No,Some of them,No,Maybe,Don't know,No,,20140827 152541,female,united states,al,,,,never,100500,,yes,dont know,sure,,,dont know,dont know,maybe,,,,,maybe,dont know,,
2014-08-27 15:25:47,29,Male,Canada,,No,No,Yes,Sometimes,100-500,No,Yes,Don't know,Not sure,Don't know,Don't know,Yes,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,Yes,No,Being in Canada there are several health options that are available to Canadian citizens/perm residents for free so employers may not provide resources because they are available elsewhere. Otherwise good quiz. I hope this benefits everyone who's dealt with mental health issues in the past!,20140827 152547,male,canada,,,,yes,sometimes,100500,,yes,dont know,sure,dont know,dont know,yes,somewhat easy,maybe,,,,,maybe,yes,,canada several health options available canadian citizensperm residents free employers may provide resources available elsewhere otherwise good quiz hope benefits everyone whos dealt mental health issues past
2014-08-27 15:26:05,26,Male,United States,OR,No,Yes,Yes,Often,6-25,No,Yes,Yes,Yes,No,No,Don't know,Somewhat difficult,Maybe,No,Some of them,Yes,No,No,No,No,,20140827 152605,male,united states,,,yes,yes,often,625,,yes,yes,yes,,,dont know,somewhat difficult,maybe,,,yes,,,,,
2014-08-27 15:26:37,28,Male,United States,NJ,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,No,No,,20140827 152637,male,united states,nj,,yes,yes,sometimes,26100,,yes,yes,yes,,,dont know,dont know,maybe,,,,,maybe,,,
2014-08-27 15:26:40,23,male,United States,CA,No,No,No,,More than 1000,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,Maybe,No,No,,20140827 152640,male,united states,ca,,,,,1000,,yes,dont know,,,dont know,dont know,dont know,,,,yes,,maybe,,,
2014-08-27 15:26:57,35,M,United States,CA,No,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Yes,No,No,Don't know,Very difficult,Maybe,Maybe,Some of them,Some of them,No,Maybe,No,Yes,I'm troubled by the way that our hiring process tends to filter out non-neurotypicals of all stripes. Competent people who act a little funny can be hard to hire.,20140827 152657,,united states,ca,,yes,yes,sometimes,100500,,yes,yes,yes,,,dont know,difficult,maybe,maybe,,,,maybe,,yes,im troubled way hiring process tends filter nonneurotypicals stripes competent people act little funny hard hire
2014-08-27 15:27:25,29,male,Germany,,No,Yes,Yes,Sometimes,26-100,No,Yes,Don't know,No,No,No,Don't know,Very easy,Maybe,No,Some of them,Some of them,Maybe,Maybe,Don't know,No,,20140827 152725,male,germany,,,yes,yes,sometimes,26100,,yes,dont know,,,,dont know,easy,maybe,,,,maybe,maybe,dont know,,
2014-08-27 15:27:31,26,Male,United States,CA,No,Yes,No,,6-25,No,Yes,Yes,Yes,No,Yes,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,No,No,,20140827 152731,male,united states,ca,,yes,,,625,,yes,yes,yes,,yes,yes,easy,,,,yes,maybe,maybe,,,
2014-08-27 15:27:38,33,Male,United States,NH,No,Yes,Yes,Never,26-100,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Yes,Maybe,Yes,Some of them,No,No,Yes,No,,20140827 152738,male,united states,nh,,yes,yes,never,26100,yes,yes,yes,yes,yes,yes,dont know,dont know,yes,maybe,yes,,,,yes,,
2014-08-27 15:27:39,33,Male,United States,CA,No,No,No,,More than 1000,Yes,Yes,Don't know,No,Don't know,Don't know,Don't know,Don't know,Yes,No,Some of them,No,No,Maybe,Yes,No,,20140827 152739,male,united states,ca,,,,,1000,yes,yes,dont know,,dont know,dont know,dont know,dont know,yes,,,,,maybe,yes,,
2014-08-27 15:28:34,22,Male,Brazil,,Yes,No,No,Never,6-25,Yes,Yes,Don't know,No,No,No,Don't know,Somewhat easy,No,No,Yes,Yes,Maybe,No,Don't know,No,,20140827 152834,male,brazil,,yes,,,never,625,yes,yes,dont know,,,,dont know,somewhat easy,,,yes,yes,maybe,,dont know,,
2014-08-27 15:28:50,30,female,Spain,,No,Yes,No,,500-1000,No,Yes,No,No,No,No,Don't know,Don't know,Yes,Maybe,No,No,No,No,Don't know,No,,20140827 152850,female,spain,,,yes,,,5001000,,yes,,,,,dont know,dont know,yes,maybe,,,,,dont know,,
2014-08-27 15:29:03,33,male,United States,OH,No,Yes,Yes,Often,More than 1000,Yes,Yes,Yes,Yes,No,No,Don't know,Somewhat easy,Yes,No,No,No,No,No,No,No,,20140827 152903,male,united states,oh,,yes,yes,often,1000,yes,yes,yes,yes,,,dont know,somewhat easy,yes,,,,,,,,
2014-08-27 15:29:07,31,Female,United States,OH,No,Yes,Yes,Rarely,More than 1000,No,No,Don't know,Not sure,No,Don't know,Don't know,Very difficult,Yes,Maybe,No,No,No,Maybe,No,No,,20140827 152907,female,united states,oh,,yes,yes,rarely,1000,,,dont know,sure,,dont know,dont know,difficult,yes,maybe,,,,maybe,,,
2014-08-27 15:29:23,21,male,United States,MA,No,Yes,No,Never,More than 1000,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,No,Maybe,Don't know,Yes,,20140827 152923,male,united states,,,yes,,never,1000,,yes,dont know,sure,dont know,dont know,dont know,dont know,,,,,,maybe,dont know,yes,
2014-08-27 15:30:51,31,Enby,United Kingdom,,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Don't know,No,No,No,Don't know,Don't know,Yes,Maybe,No,No,No,Yes,Yes,No,,20140827 153051,enby,united kingdom,,,yes,yes,sometimes,1000,,yes,dont know,,,,dont know,dont know,yes,maybe,,,,yes,yes,,
2014-08-27 15:31:10,26,F,United States,OK,No,No,Yes,Sometimes,100-500,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,No,Yes,No,,20140827 153110,f,united states,ok,,,yes,sometimes,100500,yes,yes,dont know,sure,dont know,dont know,dont know,somewhat difficult,,,,,,,yes,,
2014-08-27 15:31:18,30,Male,United States,CA,No,Yes,No,Often,6-25,No,Yes,Don't know,No,No,Don't know,Don't know,Somewhat easy,Maybe,No,Some of them,Yes,No,No,Don't know,No,,20140827 153118,male,united states,ca,,yes,,often,625,,yes,dont know,,,dont know,dont know,somewhat easy,maybe,,,yes,,,dont know,,
2014-08-27 15:31:20,30,fluid,Germany,,No,Yes,Yes,Sometimes,100-500,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat difficult,No,No,Yes,Yes,Maybe,Maybe,No,No,In Germany your employer doesn't really provide mental health benefits. There's a standard and I get that but I would get the same at any other company in Germany.,20140827 153120,fluid,germany,,,yes,yes,sometimes,100500,,yes,dont know,sure,,,dont know,somewhat difficult,,,yes,yes,maybe,maybe,,,germany employer doesnt really provide mental health benefits theres standard get would get company germany
2014-08-27 15:31:31,23,Male,India,,No,No,No,,6-25,No,Yes,No,No,No,No,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,No,No,,20140827 153131,male,india,,,,,,625,,yes,,,,,dont know,dont know,,,,yes,maybe,maybe,,,
2014-08-27 15:31:38,34,Male,Finland,,No,No,No,Never,6-25,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Yes,Yes,No,Maybe,Don't know,No,,20140827 153138,male,finland,,,,,never,625,,yes,,,,,dont know,somewhat easy,,,yes,yes,,maybe,dont know,,
2014-08-27 15:31:40,55,M,United States,ID,No,Yes,Yes,Sometimes,1-5,Yes,Yes,No,Yes,No,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,No,No,Yes,,20140827 153140,,united states,id,,yes,yes,sometimes,15,yes,yes,,yes,,dont know,dont know,dont know,yes,maybe,,,,,,yes,
2014-08-27 15:32:09,28,male,Germany,,No,Yes,Yes,Rarely,1-5,Yes,Yes,Yes,No,No,No,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No,fwiw I am a co founder of this company and the would you X in an interview questions shouldn't reflect how I would treat anyone addressing their own phys/mental health issue to me in such a situation. ,20140827 153209,male,germany,,,yes,yes,rarely,15,yes,yes,yes,,,,yes,easy,,,yes,yes,,,yes,,fwiw co founder company would x interview questions shouldnt reflect would treat anyone addressing physmental health issue situation
2014-08-27 15:32:19,26,M,Uruguay,,No,No,No,,26-100,Yes,Yes,Don't know,No,Don't know,No,Don't know,Don't know,No,No,Some of them,No,No,Yes,Don't know,No,,20140827 153219,,uruguay,,,,,,26100,yes,yes,dont know,,dont know,,dont know,dont know,,,,,,yes,dont know,,
2014-08-27 15:32:43,28,Male,New Zealand,,No,Yes,Yes,Sometimes,6-25,Yes,Yes,Yes,Yes,Yes,No,Don't know,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,No,,20140827 153243,male,new zealand,,,yes,yes,sometimes,625,yes,yes,yes,yes,yes,,dont know,easy,,,yes,yes,yes,yes,yes,,
2014-08-27 15:34:23,32,Male,United Kingdom,,No,Yes,Yes,Sometimes,6-25,No,Yes,No,No,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Yes,No,No,Don't know,No,,20140827 153423,male,united kingdom,,,yes,yes,sometimes,625,,yes,,,,dont know,dont know,somewhat easy,,,,yes,,,dont know,,
2014-08-27 15:34:31,28,Female,United States,NY,No,No,Yes,Rarely,More than 1000,No,No,Yes,Yes,No,Don't know,Don't know,Don't know,Maybe,No,No,No,No,No,Don't know,No,,20140827 153431,female,united states,ny,,,yes,rarely,1000,,,yes,yes,,dont know,dont know,dont know,maybe,,,,,,dont know,,
2014-08-27 15:34:32,21,M,United States,CA,No,No,No,Sometimes,6-25,No,No,Don't know,Not sure,No,Yes,Yes,Don't know,No,No,Some of them,Some of them,Maybe,Maybe,Yes,No,,20140827 153432,,united states,ca,,,,sometimes,625,,,dont know,sure,,yes,yes,dont know,,,,,maybe,maybe,yes,,
2014-08-27 15:35:21,24,Male,United States,TX,No,Yes,Yes,Sometimes,100-500,No,Yes,No,Yes,No,No,Don't know,Somewhat difficult,Yes,No,Some of them,Some of them,No,Maybe,No,Yes,,20140827 153521,male,united states,tx,,yes,yes,sometimes,100500,,yes,,yes,,,dont know,somewhat difficult,yes,,,,,maybe,,yes,
2014-08-27 15:35:37,26,Female,United States,MD,No,No,No,,More than 1000,No,No,Yes,Not sure,Yes,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Don't know,No,,20140827 153537,female,united states,md,,,,,1000,,,yes,sure,yes,dont know,dont know,dont know,maybe,,,,,,dont know,,
2014-08-27 15:35:50,23,Male,United States,IN,No,No,No,,More than 1000,No,No,Yes,No,No,No,Don't know,Don't know,No,No,Yes,No,No,Yes,Don't know,No,,20140827 153550,male,united states,,,,,,1000,,,yes,,,,dont know,dont know,,,yes,,,yes,dont know,,
2014-08-27 15:36:13,24,Female,United States,OR,No,No,No,,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Some of them,Yes,Yes,Yes,No,,20140827 153613,female,united states,,,,,,1000,,yes,yes,yes,yes,yes,yes,somewhat easy,,,,,yes,yes,yes,,
2014-08-27 15:36:41,28,Male,Canada,,Yes,No,No,Never,100-500,Yes,Yes,Don't know,No,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,Yes,No,No,Yes,No,,20140827 153641,male,canada,,yes,,,never,100500,yes,yes,dont know,,,,dont know,somewhat easy,maybe,,,yes,,,yes,,
2014-08-27 15:38:07,24,F,United States,NY,No,Yes,Yes,Rarely,6-25,No,Yes,No,No,No,No,Don't know,Very easy,Yes,No,No,Some of them,No,Yes,Yes,No,,20140827 153807,f,united states,ny,,yes,yes,rarely,625,,yes,,,,,dont know,easy,yes,,,,,yes,yes,,
2014-08-27 15:38:27,33,male,United States,MS,Yes,No,Yes,Often,1-5,Yes,Yes,No,No,No,No,Yes,Somewhat easy,Yes,Maybe,Some of them,Some of them,Yes,Yes,Don't know,No,,20140827 153827,male,united states,ms,yes,,yes,often,15,yes,yes,,,,,yes,somewhat easy,yes,maybe,,,yes,yes,dont know,,
2014-08-27 15:38:31,34,male,United States,NJ,No,No,No,Sometimes,26-100,No,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Yes,Yes,No,Maybe,Don't know,No,,20140827 153831,male,united states,nj,,,,sometimes,26100,,yes,dont know,,,,dont know,dont know,maybe,,yes,yes,,maybe,dont know,,
2014-08-27 15:38:32,27,female,United States,CA,No,No,Yes,Sometimes,26-100,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat difficult,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,I talked to a psychiatrist once about taking medical leave for mental health issues with his referral. He was willing to help but warned me that I may not want to as he's seen that sort of thing follow people throughout their tech careers (word gets out even if it's confidential at work). I've been terrified of bringing mental health up anywhere that coworkers or potential employers could see ever since.,20140827 153832,female,united states,ca,,,yes,sometimes,26100,,yes,dont know,sure,,,dont know,somewhat difficult,maybe,maybe,,,,,dont know,,talked psychiatrist taking medical leave mental health issues referral willing help warned may want hes seen sort thing follow people throughout tech careers word gets even confidential work ive terrified bringing mental health anywhere coworkers potential employers could see ever since
2014-08-27 15:38:37,28,Male,United States,TN,No,No,No,Never,6-25,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No,,20140827 153837,male,united states,tn,,,,never,625,,yes,dont know,,,dont know,dont know,dont know,,,,yes,,,dont know,,
2014-08-27 15:39:31,26,Male,United States,WA,No,No,No,,More than 1000,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,Yes,,20140827 153931,male,united states,wa,,,,,1000,,yes,dont know,sure,dont know,dont know,dont know,dont know,,,,yes,,,dont know,yes,
2014-08-27 15:40:03,20,Male,Australia,,No,No,No,,100-500,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Yes,Very easy,No,No,Some of them,Yes,No,No,Don't know,No,,20140827 154003,male,australia,,,,,,100500,yes,yes,dont know,sure,dont know,dont know,yes,easy,,,,yes,,,dont know,,
2014-08-27 15:43:17,23,female,United States,MA,No,No,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,,20140827 154317,female,united states,,,,yes,sometimes,26100,,yes,yes,yes,,dont know,dont know,dont know,maybe,,,,,maybe,dont know,,
2014-08-27 15:43:27,29,Male,United States,PA,No,Yes,Yes,Rarely,1-5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,,20140827 154327,male,united states,pa,,yes,yes,rarely,15,yes,yes,yes,yes,yes,yes,yes,somewhat easy,,,yes,yes,maybe,maybe,yes,,
2014-08-27 15:43:30,26,Male,United Kingdom,,No,Yes,No,Sometimes,6-25,No,Yes,No,No,No,No,Don't know,Don't know,Maybe,Maybe,No,No,No,Maybe,No,No,,20140827 154330,male,united kingdom,,,yes,,sometimes,625,,yes,,,,,dont know,dont know,maybe,maybe,,,,maybe,,,
2014-08-27 15:43:45,36,Male,United States,KY,No,No,No,Rarely,More than 1000,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Somewhat easy,Maybe,No,No,No,No,No,Don't know,No,,20140827 154345,male,united states,ky,,,,rarely,1000,yes,yes,yes,,yes,dont know,dont know,somewhat easy,maybe,,,,,,dont know,,
2014-08-27 15:44:16,41,m,United States,PA,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Maybe,No,Some of them,Yes,Maybe,Yes,Yes,Yes,,20140827 154416,,united states,pa,,,yes,sometimes,1000,,yes,yes,yes,yes,yes,yes,dont know,maybe,,,yes,maybe,yes,yes,yes,
2014-08-27 15:44:20,33,female,United States,MA,No,No,No,,100-500,Yes,Yes,Yes,No,Don't know,No,Don't know,Don't know,No,No,Some of them,Yes,No,No,Yes,No,,20140827 154420,female,united states,,,,,,100500,yes,yes,yes,,dont know,,dont know,dont know,,,,yes,,,yes,,
2014-08-27 15:46:12,23,M,Canada,,No,Yes,Yes,Sometimes,6-25,No,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No,,20140827 154612,,canada,,,yes,yes,sometimes,625,,yes,yes,yes,,,yes,easy,,,yes,yes,,,yes,,
2014-08-27 15:46:39,39,Male,United States,CA,No,Yes,No,Often,More than 1000,No,Yes,Yes,No,No,Don't know,Don't know,Don't know,Yes,No,Some of them,Some of them,No,Maybe,No,Yes,,20140827 154639,male,united states,ca,,yes,,often,1000,,yes,yes,,,dont know,dont know,dont know,yes,,,,,maybe,,yes,
